Name,Price,Sizes,Image_URL,Product_URL
FFR054 REGULAR FIT LONG SLEEVE YELLOW/BLUE,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2022/11/54.jpg,https://kosuli.mk/product/ffr054-regular-fit-long-sleeve-yellow-blue/
FFR053 REGULAR FIT LONG SLEEVE BLACK/COLOR PRINT,1800 ДЕН,"3XL, 4XL",https://kosuli.mk/wp-content/uploads/2022/11/53.jpg,https://kosuli.mk/product/ffr053-regular-fit-long-sleeve-black-color-print/
FFR052 REGULAR FIT LONG SLEEVE RED/BLUE PRINT,1500 ДЕН,"M, L, XL, 3XL, 4XL",https://kosuli.mk/wp-content/uploads/2022/11/52.jpg,https://kosuli.mk/product/ffr052-regular-fit-long-sleeve-red-blue-print/
FFR051 REGULAR FIT LONG SLEEVE BLUE/LINE,1500 ДЕН,3XL,https://kosuli.mk/wp-content/uploads/2022/11/51.jpg,https://kosuli.mk/product/ffr051-regular-fit-long-sleeve-blue-line/
FFR050 REGULAR FIT LONG SLEEVE BLUE/RED LINE,1500 ДЕН,,https://kosuli.mk/wp-content/uploads/2022/11/50.jpg,https://kosuli.mk/product/ffr050-regular-fit-long-sleeve-blue-red-line/
FFR049 REGULAR FIT LONG SLEEVE YELLOW/BLUE,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2022/11/49.jpg,https://kosuli.mk/product/ffr049-regular-fit-long-sleeve-yellow-blue/
FFR048 REGULAR FIT LONG SLEEVE BLUE/WHITE/ORANGE,1500 ДЕН,L,https://kosuli.mk/wp-content/uploads/2022/11/48.jpg,https://kosuli.mk/product/ffr048-regular-fit-long-sleeve-blue-white-orange/
FFR047 REGULAR FIT LONG SLEEVE WHITE/PRINT,1800 ДЕН,"L, 3XL",https://kosuli.mk/wp-content/uploads/2022/11/47.jpg,https://kosuli.mk/product/ffr047-regular-fit-long-sleeve-white-print/
FFR046 REGULAR FIT LONG SLEEVE ORANGE/BLUE PRINT,1500 ДЕН,"M, L, XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2022/11/46.jpg,https://kosuli.mk/product/ffr046-regular-fit-long-sleeve-orange-blue-print/
FFR045 REGULAR FIT LONG SLEEVE BLUE/OXFORD,1500 ДЕН,"M, L, XL, XXL, 3XL",https://kosuli.mk/wp-content/uploads/2022/11/283406895_5370842356371522_9138569670120412069_n.jpg,https://kosuli.mk/product/ffr045-regular-fit-long-sleeve-blue-oxford/
FFS003 SLIM FIT LONG SLEEVE BLUE PRINT,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/WEB-46.jpg,https://kosuli.mk/product/ffs003-slim-fit-long-sleeve-blue-print/
#FFR044# REGULAR FIT LONG SLEEVE BLUE OXFORD,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/3-22.png,https://kosuli.mk/product/ffr044-regular-fit-long-sleeve-blue-oxford/
#FFR043# REGULAR FIT LONG SLEEVE WHITE\BLUE OXFORD,1500 ДЕН,,https://kosuli.mk/wp-content/uploads/2021/12/2-20.png,https://kosuli.mk/product/ffr043-regular-fit-long-sleeve-whiteblue-oxford/
#FFR042# REGULAR FIT LONG SLEEVE WHITE\BLUE OXFORD,1500 ДЕН,,https://kosuli.mk/wp-content/uploads/2021/12/2-19.png,https://kosuli.mk/product/ffr042-regular-fit-long-sleeve-whiteblue-oxford/
#FFR041# REGULAR FIT LONG SLEEVE SILVER OXFORD,1500 ДЕН,XL,https://kosuli.mk/wp-content/uploads/2021/12/3-19.png,https://kosuli.mk/product/ffr041-regular-fit-long-sleeve-silver-oxford/
#FFR040# REGULAR FIT LONG SLEEVE BLUE OXFORD,1500 ДЕН,"XL, 3XL",https://kosuli.mk/wp-content/uploads/2021/12/1-16.png,https://kosuli.mk/product/ffr040-regular-fit-long-sleeve-blue-oxford/
#FFR039# REGULAR FIT LONG SLEEVE RED OXFORD,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2021/12/3-18.png,https://kosuli.mk/product/ffr039-regular-fit-long-sleeve-red-oxford/
#FFR038# REGULAR FIT LONG SLEEVE BLUE OXFORD,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2021/12/3-17.png,https://kosuli.mk/product/ffr038-regular-fit-long-sleeve-blue-oxford/
#FFR037# REGULAR FIT LONG SLEEVE BLUE OXFORD,1500 ДЕН,,https://kosuli.mk/wp-content/uploads/2021/12/2-13.png,https://kosuli.mk/product/ffr037-regular-fit-long-sleeve-blue-oxford/
#FFR036# REGULAR FIT LONG SLEEVE WHITE OXFORD,1800 ДЕН,,https://kosuli.mk/wp-content/uploads/2021/12/2-12.png,https://kosuli.mk/product/ffr036-regular-fit-long-sleeve-white-oxford/
#FFR035# REGULAR FIT LONG SLEEVE BLUE OXFORD,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/2-14.png,https://kosuli.mk/product/ffr035-regular-fit-long-sleeve-blue-oxford/
#FFR034# REGULAR FIT LONG SLEEVE PINK,1500 ДЕН,XXL,https://kosuli.mk/wp-content/uploads/2021/12/3-12.png,https://kosuli.mk/product/ffr034-regular-fit-long-sleeve-pink/
#FFR033# REGULAR FIT LONG SLEEVE RED,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/4-9.png,https://kosuli.mk/product/ffr033-regular-fit-long-sleeve-red/
#FFR032# REGULAR FIT LONG SLEEVE SILVER OXFORD,1500 ДЕН,"M, L, XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/1-9.png,https://kosuli.mk/product/ffr032-regular-fit-long-sleeve-silver-oxford/
#FFR031# REGULAR FIT LONG SLEEVE RED,1500 ДЕН,"XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/4-7.png,https://kosuli.mk/product/ffr031-regular-fit-long-sleeve-red/
#FFR030# REGULAR FIT LONG SLEEVE SILVER OXFORD,1500 ДЕН,3XL,https://kosuli.mk/wp-content/uploads/2021/12/3-8.png,https://kosuli.mk/product/ffr030-regular-fit-long-sleeve-silver-oxford/
#FFR029# REGULAR FIT LONG SLEEVE BLACK,1800 ДЕН,"М, L, XL, XXL",https://kosuli.mk/wp-content/uploads/2021/12/FFR029.1-scaled.jpg,https://kosuli.mk/product/ffr029-regular-fit-long-sleeve-black/
